epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,1350.71,1.39564,1.0104,1.22051,0.84321,0.63549,0.7438,0.45671,1.55773,1.03533,1.44198,0.00143131,0.00143131,0.00143131
40,1382.86,1.41245,1.03385,1.21725,0.74514,0.66438,0.75038,0.42413,1.58731,1.07145,1.4724,0.00140486,0.00140486,0.00140486
41,1415.95,1.33638,0.97068,1.20568,0.72767,0.65783,0.73378,0.41347,1.5543,1.03618,1.42103,0.00137812,0.00137812,0.00137812
42,1450.84,1.33179,0.92137,1.15295,0.76013,0.57528,0.70812,0.41975,1.53415,1.09519,1.45328,0.00135109,0.00135109,0.00135109
43,1483.8,1.29068,0.91295,1.23167,0.77684,0.68226,0.72441,0.45076,1.50499,1.0359,1.3954,0.00132382,0.00132382,0.00132382
44,1517.75,1.36977,0.94773,1.21294,0.7569,0.65398,0.7391,0.46782,1.48755,0.98813,1.41679,0.00129633,0.00129633,0.00129633
45,1549.25,1.35111,0.98517,1.16012,0.75286,0.62903,0.73413,0.42719,1.61452,1.02761,1.53149,0.00126864,0.00126864,0.00126864
46,1581.27,1.35729,0.94405,1.21588,0.85078,0.59345,0.72908,0.43778,1.55636,1.02338,1.40231,0.00124079,0.00124079,0.00124079
47,1613.96,1.3168,0.91969,1.1785,0.74974,0.6637,0.71152,0.45027,1.55591,1.00318,1.40919,0.0012128,0.0012128,0.0012128
48,1645.93,1.26804,0.87154,1.16265,0.74981,0.65457,0.70317,0.45206,1.55868,1.01636,1.44937,0.0011847,0.0011847,0.0011847
49,1678.12,1.26467,0.90502,1.19452,0.75474,0.69058,0.72407,0.45897,1.45427,0.97723,1.436,0.00115651,0.00115651,0.00115651
50,1710.45,1.23683,0.86509,1.16884,0.83335,0.65276,0.74496,0.43285,1.53674,1.02988,1.38455,0.00112827,0.00112827,0.00112827
51,1742.31,1.32479,0.90924,1.16863,0.75715,0.64079,0.71481,0.44555,1.60843,1.04692,1.4855,0.0011,0.0011,0.0011
52,1775.11,1.26283,0.89215,1.21384,0.8043,0.59622,0.70432,0.45451,1.54447,1.04644,1.37403,0.00107173,0.00107173,0.00107173
53,1806.46,1.22135,0.82464,1.14781,0.80656,0.61006,0.71558,0.45606,1.57788,1.02174,1.44022,0.00104349,0.00104349,0.00104349
54,1838.11,1.20952,0.82251,1.14329,0.79303,0.63406,0.74059,0.46673,1.53563,1.01187,1.44963,0.0010153,0.0010153,0.0010153
55,1870.76,1.19447,0.8199,1.19691,0.75608,0.67149,0.74684,0.47206,1.50169,0.95846,1.43416,0.0009872,0.0009872,0.0009872
56,1902.19,1.2331,0.84055,1.1833,0.85478,0.66239,0.77105,0.48306,1.495,0.95918,1.40614,0.000959209,0.000959209,0.000959209
57,1933.24,1.17346,0.80603,1.19535,0.83445,0.58806,0.72426,0.46027,1.56523,0.98439,1.45222,0.000931357,0.000931357,0.000931357
58,1964.56,1.19498,0.78686,1.15102,0.70796,0.72618,0.75565,0.46965,1.45535,1.00788,1.39503,0.000903671,0.000903671,0.000903671
59,1997.52,1.1877,0.78531,1.1575,0.75713,0.65462,0.74175,0.45371,1.51321,1.00463,1.44102,0.000876179,0.000876179,0.000876179
60,2030.23,1.16616,0.80409,1.15617,0.79745,0.69971,0.77039,0.46531,1.49278,0.96932,1.43913,0.000848908,0.000848908,0.000848908
61,2061.47,1.21968,0.8286,1.17116,0.78345,0.70846,0.76617,0.47448,1.49703,0.9852,1.42746,0.000821885,0.000821885,0.000821885
62,2094.06,1.18131,0.78739,1.13738,0.856,0.6751,0.77562,0.4832,1.49688,0.96959,1.45492,0.000795136,0.000795136,0.000795136
63,2125.84,1.17764,0.79816,1.13511,0.70295,0.70329,0.75365,0.48992,1.42765,1.01679,1.36377,0.000768688,0.000768688,0.000768688
64,2157.57,1.18132,0.77669,1.13455,0.81781,0.63367,0.75301,0.49077,1.4268,0.98704,1.41779,0.000742567,0.000742567,0.000742567
65,2190.47,1.18759,0.83091,1.11724,0.7255,0.67938,0.7494,0.47021,1.44635,0.95875,1.4219,0.000716799,0.000716799,0.000716799
66,2222.59,1.15463,0.77941,1.15329,0.73525,0.69581,0.73047,0.45638,1.44568,0.93578,1.43543,0.000691409,0.000691409,0.000691409
67,2254.62,1.12014,0.74359,1.14928,0.76173,0.685,0.72911,0.46035,1.44623,0.9186,1.42365,0.000666422,0.000666422,0.000666422
68,2286.55,1.1351,0.75004,1.12218,0.78819,0.67782,0.7497,0.46877,1.4403,0.94074,1.42977,0.000641863,0.000641863,0.000641863
69,2318.75,1.12713,0.74889,1.13607,0.77177,0.69292,0.7601,0.50232,1.43949,0.92266,1.42742,0.000617756,0.000617756,0.000617756
70,2351.77,1.06545,0.72504,1.13129,0.80527,0.68735,0.75606,0.49275,1.44757,0.93697,1.4353,0.000594125,0.000594125,0.000594125
71,2383.15,1.08549,0.71674,1.1111,0.85469,0.64519,0.76499,0.49915,1.43508,1.00159,1.42467,0.000570993,0.000570993,0.000570993
72,2414.71,1.0766,0.721,1.11361,0.79124,0.76692,0.80132,0.50362,1.42287,0.942,1.45016,0.000548384,0.000548384,0.000548384
73,2446.78,1.10469,0.75078,1.13047,0.82147,0.71711,0.80159,0.50616,1.40642,0.9139,1.41364,0.000526318,0.000526318,0.000526318
74,2477.99,1.09899,0.73434,1.10982,0.84501,0.659,0.76441,0.50419,1.3983,0.91701,1.41487,0.000504819,0.000504819,0.000504819
75,2509.18,1.11718,0.76051,1.13693,0.76739,0.68908,0.76591,0.4983,1.40608,0.92812,1.40831,0.000483908,0.000483908,0.000483908
76,2539.57,1.0443,0.67902,1.10565,0.79413,0.70949,0.79854,0.49199,1.42907,0.92869,1.39797,0.000463604,0.000463604,0.000463604
77,2569.79,1.10567,0.73045,1.12878,0.71344,0.75611,0.76726,0.49292,1.41295,0.90892,1.39315,0.000443928,0.000443928,0.000443928
78,2601.06,1.03792,0.67553,1.08587,0.89918,0.64614,0.77177,0.51516,1.38166,0.86136,1.3667,0.0004249,0.0004249,0.0004249
79,2632.74,1.055,0.70607,1.11069,0.7573,0.70524,0.77416,0.52025,1.35054,0.85853,1.3277,0.000406538,0.000406538,0.000406538
80,2664.06,1.17382,0.79422,1.14688,0.74002,0.76147,0.77788,0.51235,1.34563,0.8613,1.33109,0.00038886,0.00038886,0.00038886
81,2695.83,1.06391,0.71451,1.07493,0.82146,0.66899,0.76262,0.50693,1.38365,0.86651,1.397,0.000371885,0.000371885,0.000371885
82,2727.78,1.06375,0.72323,1.10008,0.82198,0.66632,0.75798,0.51369,1.40994,0.90246,1.41454,0.000355627,0.000355627,0.000355627
83,2758.75,1.01099,0.65761,1.11164,0.85277,0.63602,0.76019,0.50156,1.42632,0.90179,1.44904,0.000340105,0.000340105,0.000340105
84,2789.62,1.05862,0.70775,1.1068,0.82179,0.66176,0.76929,0.5089,1.42095,0.9004,1.43618,0.000325332,0.000325332,0.000325332
85,2820.24,1.04403,0.69939,1.09955,0.83963,0.67636,0.76442,0.51628,1.40437,0.89739,1.39129,0.000311324,0.000311324,0.000311324
86,2851.42,1.04136,0.68571,1.09553,0.86919,0.63975,0.75649,0.50838,1.41318,0.92689,1.40296,0.000298094,0.000298094,0.000298094
87,2883.64,1.05841,0.69043,1.09526,0.89281,0.63141,0.76365,0.51289,1.39536,0.93482,1.40103,0.000285656,0.000285656,0.000285656
88,2914.54,1.00069,0.6603,1.09196,0.77316,0.68625,0.76234,0.51882,1.39678,0.92387,1.40067,0.000274021,0.000274021,0.000274021
89,2945.01,1.01429,0.67897,1.08384,0.85626,0.6437,0.75651,0.51114,1.42196,0.93984,1.41095,0.000263201,0.000263201,0.000263201
90,2975.94,1.05424,0.70567,1.12123,0.85138,0.64648,0.75843,0.51857,1.41199,0.92942,1.42782,0.000253207,0.000253207,0.000253207
91,3006.91,1.03278,0.66984,1.08522,0.82127,0.67932,0.77699,0.51352,1.39632,0.90804,1.41479,0.000244049,0.000244049,0.000244049
92,3037.83,1.00929,0.64989,1.09608,0.76626,0.73386,0.78782,0.51917,1.36945,0.90862,1.39163,0.000235736,0.000235736,0.000235736
93,3069.91,1.03273,0.68165,1.08189,0.87287,0.65837,0.76545,0.50924,1.392,0.92932,1.41031,0.000228275,0.000228275,0.000228275
94,3101.09,1.03129,0.69627,1.07002,0.8674,0.65486,0.76833,0.51095,1.38512,0.92168,1.40853,0.000221675,0.000221675,0.000221675
95,3132.01,0.95835,0.62902,1.06861,0.84484,0.67181,0.78623,0.52116,1.37251,0.90926,1.40001,0.000215941,0.000215941,0.000215941
96,3162.87,0.91625,0.57155,1.05696,0.84789,0.67245,0.7753,0.51235,1.38138,0.90692,1.39698,0.00021108,0.00021108,0.00021108
97,3193,0.86598,0.54355,1.04786,0.91819,0.64572,0.77256,0.51474,1.37735,0.89412,1.40802,0.000207097,0.000207097,0.000207097
98,3222.82,0.95504,0.57852,1.06592,0.84354,0.66903,0.76731,0.51542,1.36632,0.89308,1.3904,0.000203994,0.000203994,0.000203994
99,3252.36,0.91655,0.56216,1.04987,0.83564,0.66947,0.76781,0.51408,1.36408,0.92675,1.41488,0.000201776,0.000201776,0.000201776
100,3283.53,0.86712,0.53961,1.05315,0.90766,0.6287,0.7801,0.52203,1.36854,0.9174,1.43038,0.000200444,0.000200444,0.000200444
