epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,2846.42,2.15979,2.6497,1.85847,0.66744,0.44125,0.44135,0.26205,1.82377,2.199,1.79431,0.000977975,0.000977975,0.000977975
14,3064.73,2.23244,2.75616,1.79175,0.62517,0.4851,0.43893,0.27374,1.81991,2.20976,1.78665,0.000974189,0.000974189,0.000974189
15,3282.27,2.12893,2.66738,1.79177,0.65234,0.4774,0.43863,0.27067,1.84563,2.35327,1.80997,0.000970111,0.000970111,0.000970111
16,3497.31,2.13346,2.60708,1.74354,0.63369,0.48112,0.43134,0.26611,1.87383,2.39441,1.85066,0.000965746,0.000965746,0.000965746
17,3712.34,2.17959,2.64275,1.76979,0.59628,0.47461,0.42962,0.27517,1.87658,2.37211,1.87554,0.000961095,0.000961095,0.000961095
18,3928.69,2.20622,2.70379,1.76854,0.6269,0.46924,0.42868,0.26692,1.88654,2.3922,1.89435,0.000956163,0.000956163,0.000956163
19,4144.47,2.1017,2.64755,1.76532,0.63846,0.45827,0.43187,0.26468,1.86074,2.43624,1.86256,0.000950953,0.000950953,0.000950953
20,4360.44,2.12723,2.58996,1.72284,0.63352,0.47559,0.42766,0.26257,1.86578,2.36373,1.84846,0.000945468,0.000945468,0.000945468
21,4575.64,2.14512,2.61711,1.7568,0.64053,0.48673,0.42397,0.2658,1.87735,2.32325,1.87838,0.000939711,0.000939711,0.000939711
22,4795.14,2.1429,2.6039,1.75773,0.65675,0.47124,0.42788,0.26818,1.88016,2.43361,1.8685,0.000933688,0.000933688,0.000933688
23,5013.18,2.12831,2.56897,1.76532,0.66945,0.43983,0.42624,0.25268,1.8812,2.45567,1.85921,0.000927402,0.000927402,0.000927402
24,5229.6,2.14601,2.63678,1.82313,0.63668,0.47448,0.41723,0.25797,1.87799,2.37948,1.85958,0.000920857,0.000920857,0.000920857
25,5445.28,2.16292,2.71159,1.7456,0.58124,0.40786,0.36371,0.24939,1.86666,2.35108,1.83237,0.000914058,0.000914058,0.000914058
26,5660.02,2.12154,2.59836,1.78111,0.59221,0.41113,0.37603,0.26073,1.85061,2.34424,1.81376,0.000907009,0.000907009,0.000907009
27,5877.31,2.09986,2.49949,1.75663,0.53396,0.41944,0.37385,0.26035,1.853,2.25834,1.83345,0.000899716,0.000899716,0.000899716
28,6092.58,2.15544,2.64866,1.74737,0.59529,0.41058,0.36531,0.24085,1.89381,2.32146,1.87824,0.000892183,0.000892183,0.000892183
29,6307.64,2.11686,2.55344,1.77571,0.58099,0.47577,0.40743,0.25475,1.88038,2.35665,1.8694,0.000884415,0.000884415,0.000884415
30,6523.13,2.09291,2.55957,1.68758,0.62595,0.46348,0.42282,0.26942,1.87056,2.34117,1.85102,0.000876418,0.000876418,0.000876418
31,6741.49,2.11356,2.6262,1.76748,0.63244,0.48462,0.43386,0.27556,1.85946,2.32276,1.85823,0.000868198,0.000868198,0.000868198
32,6958.73,2.10549,2.54435,1.74393,0.6083,0.41276,0.41078,0.27995,1.84822,2.27834,1.84869,0.00085976,0.00085976,0.00085976
33,7174.11,2.1355,2.60675,1.76858,0.56149,0.49135,0.42326,0.27618,1.86231,2.26408,1.86673,0.000851109,0.000851109,0.000851109
34,7390.28,2.16403,2.60046,1.79131,0.58485,0.47136,0.4225,0.27794,1.83912,2.24688,1.84815,0.000842252,0.000842252,0.000842252
35,7605.02,2.12079,2.58079,1.76893,0.56523,0.41298,0.39276,0.25426,1.86815,2.31688,1.83747,0.000833194,0.000833194,0.000833194
36,7820.52,2.11795,2.59327,1.76983,0.58345,0.40507,0.39847,0.25573,1.8851,2.32815,1.84427,0.000823943,0.000823943,0.000823943
37,8035.51,2.0664,2.46852,1.77055,0.60401,0.48003,0.422,0.27325,1.85975,2.29417,1.83473,0.000814503,0.000814503,0.000814503
38,8251.15,2.12231,2.62056,1.72606,0.61605,0.48505,0.4469,0.29745,1.85944,2.21623,1.84297,0.000804883,0.000804883,0.000804883
39,8469.74,2.07087,2.50087,1.70294,0.63554,0.45596,0.44252,0.28495,1.86861,2.26362,1.84452,0.000795088,0.000795088,0.000795088
40,8685.49,2.07874,2.52649,1.7129,0.63148,0.44845,0.43663,0.28353,1.87201,2.27229,1.83733,0.000785124,0.000785124,0.000785124
41,8902.88,2.07553,2.48141,1.78294,0.57474,0.40786,0.40743,0.2693,1.87756,2.27784,1.84457,0.000775,0.000775,0.000775
42,9118.45,2.11399,2.50199,1.67622,0.63402,0.46645,0.4353,0.27291,1.88753,2.37422,1.84387,0.000764721,0.000764721,0.000764721
43,9334.1,2.0798,2.47012,1.73638,0.64726,0.47434,0.4326,0.26618,1.89974,2.40048,1.86389,0.000754296,0.000754296,0.000754296
44,9549.22,2.0545,2.49506,1.70519,0.6224,0.49395,0.43805,0.27228,1.89793,2.32688,1.8714,0.00074373,0.00074373,0.00074373
45,9763.53,2.0548,2.4324,1.75303,0.63891,0.48067,0.44144,0.27416,1.88463,2.30376,1.86688,0.000733031,0.000733031,0.000733031
46,9977.42,2.07541,2.48537,1.74232,0.58539,0.43258,0.38807,0.2622,1.86359,2.31255,1.85083,0.000722208,0.000722208,0.000722208
47,10191.7,2.06035,2.4996,1.79696,0.61144,0.42118,0.39543,0.25222,1.86284,2.28716,1.85155,0.000711266,0.000711266,0.000711266
48,10409.7,1.96683,2.34551,1.78257,0.57347,0.43504,0.39009,0.2526,1.87123,2.28184,1.86654,0.000700213,0.000700213,0.000700213
49,10627.5,2.09435,2.5412,1.75181,0.56818,0.4083,0.40079,0.26732,1.86096,2.30727,1.85992,0.000689058,0.000689058,0.000689058
50,10846,2.03059,2.38508,1.73158,0.62137,0.42021,0.41721,0.28725,1.82473,2.30968,1.81869,0.000677807,0.000677807,0.000677807
51,11063.9,2.03557,2.45148,1.77998,0.67942,0.47673,0.44818,0.30452,1.82222,2.27861,1.81599,0.000666469,0.000666469,0.000666469
52,11280.3,2.08507,2.47326,1.72025,0.65335,0.49674,0.45333,0.29206,1.83859,2.20662,1.82013,0.00065505,0.00065505,0.00065505
53,11497.4,1.99972,2.363,1.72596,0.60845,0.49116,0.44279,0.29006,1.85129,2.22125,1.83561,0.00064356,0.00064356,0.00064356
54,11714.3,2.08591,2.47571,1.69702,0.57604,0.43305,0.42175,0.27434,1.85309,2.25525,1.85177,0.000632006,0.000632006,0.000632006
55,11929,2.0663,2.40163,1.72245,0.64801,0.42536,0.41251,0.2727,1.87673,2.30483,1.85863,0.000620396,0.000620396,0.000620396
56,12143.4,2.06651,2.43584,1.69856,0.64806,0.42412,0.38587,0.26411,1.89752,2.34308,1.86415,0.000608737,0.000608737,0.000608737
57,12361.6,2.0253,2.31791,1.69133,0.65697,0.4447,0.39822,0.27662,1.87959,2.27877,1.8381,0.000597038,0.000597038,0.000597038
58,12579.8,2.12814,2.51736,1.78704,0.61513,0.44797,0.40791,0.27794,1.87069,2.20687,1.83662,0.000585307,0.000585307,0.000585307
59,12796.5,2.04252,2.3837,1.69977,0.57907,0.4573,0.45797,0.30448,1.84472,2.16947,1.82686,0.000573551,0.000573551,0.000573551
60,13013.5,2.05341,2.42394,1.74931,0.59581,0.4624,0.46383,0.3048,1.84797,2.18423,1.84009,0.00056178,0.00056178,0.00056178
61,13228.4,2.0297,2.33562,1.74652,0.64326,0.45453,0.44438,0.29222,1.83297,2.19618,1.837,0.00055,0.00055,0.00055
62,13442.9,2.02154,2.30679,1.67313,0.66941,0.45661,0.46128,0.30659,1.83495,2.20251,1.83704,0.00053822,0.00053822,0.00053822
63,13657.1,2.08479,2.44041,1.69986,0.66493,0.50623,0.4961,0.32248,1.84787,2.20843,1.85515,0.000526449,0.000526449,0.000526449
64,13871,2.05142,2.34274,1.6947,0.66115,0.49993,0.48754,0.31393,1.84952,2.2019,1.83099,0.000514693,0.000514693,0.000514693
65,14085,2.02729,2.29785,1.69193,0.65284,0.51727,0.51632,0.33248,1.84824,2.19053,1.82581,0.000502962,0.000502962,0.000502962
66,14302.2,2.01557,2.42226,1.69324,0.63923,0.52913,0.51316,0.32511,1.88037,2.22299,1.8595,0.000491263,0.000491263,0.000491263
67,14519.2,2.02616,2.31957,1.70797,0.5952,0.50823,0.50691,0.32061,1.88187,2.26739,1.87771,0.000479604,0.000479604,0.000479604
68,14735.1,2.06766,2.38628,1.72648,0.60309,0.49717,0.50375,0.32275,1.87552,2.2545,1.88427,0.000467994,0.000467994,0.000467994
69,14951.7,2.06772,2.34744,1.69474,0.62959,0.48162,0.51172,0.3338,1.86775,2.22388,1.86109,0.00045644,0.00045644,0.00045644
70,15167.1,2.04851,2.38584,1.74731,0.66688,0.54675,0.56321,0.35064,1.86214,2.14682,1.85952,0.00044495,0.00044495,0.00044495
71,15382,1.99821,2.33402,1.70836,0.59256,0.55844,0.54435,0.34747,1.8508,2.158,1.84961,0.000433531,0.000433531,0.000433531
72,15596.2,2.07471,2.38766,1.71325,0.56519,0.52362,0.52883,0.33917,1.85473,2.19289,1.84795,0.000422193,0.000422193,0.000422193
73,15810.5,2.02567,2.27416,1.62319,0.69442,0.45566,0.49034,0.32711,1.85378,2.19728,1.84314,0.000410942,0.000410942,0.000410942
74,16024.4,1.99787,2.3485,1.69547,0.70204,0.45294,0.49299,0.31749,1.86194,2.19187,1.84674,0.000399787,0.000399787,0.000399787
75,16242.1,2.03255,2.33988,1.74428,0.65901,0.54902,0.54207,0.33648,1.85698,2.17729,1.85676,0.000388734,0.000388734,0.000388734
76,16459.4,2.01698,2.32582,1.72023,0.68751,0.56494,0.54747,0.34152,1.85355,2.18378,1.85528,0.000377792,0.000377792,0.000377792
77,16676.2,2.07374,2.41811,1.70856,0.68538,0.54765,0.54883,0.34477,1.85354,2.14386,1.84987,0.000366969,0.000366969,0.000366969
78,16892.1,2.05965,2.27881,1.68201,0.61343,0.51098,0.54055,0.334,1.85011,2.17746,1.83476,0.00035627,0.00035627,0.00035627
79,17106.4,2.02007,2.33741,1.66881,0.60397,0.50695,0.5332,0.33074,1.86256,2.2383,1.85556,0.000345704,0.000345704,0.000345704
80,17321,1.91287,2.2308,1.68524,0.65465,0.555,0.55684,0.33559,1.86388,2.251,1.86864,0.000335279,0.000335279,0.000335279
81,17535.7,1.97856,2.24659,1.69987,0.66516,0.59236,0.58049,0.35525,1.83896,2.17947,1.84189,0.000325,0.000325,0.000325
82,17755.1,2.07957,2.3915,1.67937,0.65104,0.57119,0.56973,0.34935,1.83457,2.15061,1.84147,0.000314876,0.000314876,0.000314876
83,17971.7,2.0155,2.27799,1.70114,0.69924,0.5509,0.58108,0.35139,1.84817,2.12214,1.85985,0.000304912,0.000304912,0.000304912
84,18188.9,2.02768,2.32901,1.70534,0.67592,0.54927,0.57366,0.34017,1.85331,2.18756,1.86366,0.000295117,0.000295117,0.000295117
85,18404.4,2.05649,2.39261,1.67719,0.64777,0.54927,0.56117,0.33359,1.85976,2.22398,1.87295,0.000285497,0.000285497,0.000285497
86,18619.7,1.97097,2.18896,1.73802,0.67746,0.54647,0.55806,0.34562,1.86033,2.18189,1.87142,0.000276057,0.000276057,0.000276057
87,18834.3,2.02763,2.2799,1.67058,0.70682,0.54284,0.56346,0.338,1.85223,2.1694,1.85326,0.000266806,0.000266806,0.000266806
88,19048.6,1.94205,2.24227,1.67495,0.67723,0.48346,0.54043,0.34073,1.8493,2.18041,1.84851,0.000257748,0.000257748,0.000257748
89,19262.2,2.00656,2.25899,1.67787,0.66529,0.49279,0.53661,0.33483,1.84884,2.2029,1.851,0.000248891,0.000248891,0.000248891
90,19476.5,2.07951,2.39148,1.71219,0.68468,0.54534,0.55525,0.33618,1.84729,2.20847,1.85269,0.00024024,0.00024024,0.00024024
91,19694.7,1.98089,2.19684,1.69829,0.68483,0.55116,0.56653,0.34151,1.84784,2.19273,1.85439,0.000231802,0.000231802,0.000231802
92,19913.6,2.04032,2.35942,1.65651,0.66525,0.56186,0.56803,0.34731,1.84477,2.19155,1.84015,0.000223582,0.000223582,0.000223582
93,20131.2,1.97815,2.2198,1.68041,0.68632,0.59775,0.57816,0.35417,1.8483,2.17024,1.83605,0.000215585,0.000215585,0.000215585
94,20347.7,1.97684,2.22975,1.68494,0.6085,0.60948,0.56805,0.34148,1.85216,2.18912,1.83931,0.000207817,0.000207817,0.000207817
95,20564.6,1.99876,2.2898,1.68082,0.61941,0.6032,0.56481,0.33988,1.85123,2.20784,1.84451,0.000200284,0.000200284,0.000200284
96,20781.2,1.9937,2.22121,1.7124,0.62794,0.59242,0.56256,0.3322,1.84965,2.21829,1.83861,0.000192991,0.000192991,0.000192991
97,20996.8,1.97234,2.28722,1.68471,0.62849,0.54484,0.55444,0.32565,1.86353,2.24689,1.86215,0.000185942,0.000185942,0.000185942
98,21212,1.93136,2.16456,1.69948,0.6907,0.54299,0.55831,0.328,1.86599,2.26956,1.8713,0.000179143,0.000179143,0.000179143
99,21427.7,2.02286,2.2363,1.65723,0.63267,0.5705,0.57456,0.3394,1.84191,2.22174,1.83644,0.000172598,0.000172598,0.000172598
100,21645.2,1.93518,2.18609,1.67059,0.63128,0.56989,0.57147,0.34078,1.84454,2.22606,1.8372,0.000166312,0.000166312,0.000166312
101,21863.8,2.05599,2.31803,1.65402,0.69286,0.58471,0.58107,0.3507,1.83805,2.20136,1.82435,0.000160289,0.000160289,0.000160289
